County,County Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,MCD - Drug/Alcohol Induced Cause,MCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
"Pima County, AZ",4019,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,15,1063162,Unreliable
"Pima County, AZ",4019,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,1063162,Unreliable
"Pinal County, AZ",4021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,484239,20.4
"Pinal County, AZ",4021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,56,484239,11.6
"Pinal County, AZ",4021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,99,484239,20.4
"Yavapai County, AZ",4025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,249081,26.1
"Yavapai County, AZ",4025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,23,249081,9.2
"Yavapai County, AZ",4025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,65,249081,26.1
"Yuma County, AZ",4027,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,213221,20.6
"Yuma County, AZ",4027,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,11,213221,Unreliable
"Yuma County, AZ",4027,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,44,213221,20.6
"Benton County, AR",5007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,311013,10.3
"Benton County, AR",5007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,10,311013,Unreliable
"Benton County, AR",5007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,13,311013,Unreliable
"Benton County, AR",5007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,32,311013,10.3
"Craighead County, AR",5031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,113993,Unreliable
"Craighead County, AR",5031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,15,113993,Unreliable
"Crittenden County, AR",5035,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,47139,Unreliable
"Crittenden County, AR",5035,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12,47139,Unreliable
"Faulkner County, AR",5045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,129951,Unreliable
"Faulkner County, AR",5045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12,129951,Unreliable
"Garland County, AR",5051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,99784,21
"Garland County, AR",5051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,21,99784,21
"Jefferson County, AR",5069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,63661,Unreliable
"Jefferson County, AR",5069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13,63661,Unreliable
"Miller County, AR",5091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,42415,Unreliable
"Miller County, AR",5091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,42415,Unreliable
"Pulaski County, AR",5119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,89,400009,22.2
"Pulaski County, AR",5119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,68,400009,17
"Pulaski County, AR",5119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,89,400009,22.2
"Saline County, AR",5125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,129574,22.4
"Saline County, AR",5125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,19,129574,Unreliable
"Saline County, AR",5125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,29,129574,22.4
"Sebastian County, AR",5131,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,129098,20.9
"Sebastian County, AR",5131,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,15,129098,Unreliable
"Sebastian County, AR",5131,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,27,129098,20.9
"Union County, AR",5139,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,37397,Unreliable
"Union County, AR",5139,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,37397,Unreliable
"Washington County, AR",5143,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,261549,Unreliable
"Washington County, AR",5143,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,10,261549,Unreliable
"Washington County, AR",5143,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,261549,Unreliable
"White County, AR",5145,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,78452,Unreliable
"White County, AR",5145,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,78452,Unreliable
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,393,1622188,24.2
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,50,1622188,3.1
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,71,1622188,4.4
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,39,1622188,2.4
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,393,1622188,24.2
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,18,1622188,Unreliable
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,18,1622188,Unreliable
"Alameda County, CA",6001,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,26,1622188,1.6
"Alameda County, CA",6001,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,1622188,1.6
"Butte County, CA",6007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,133,207172,64.2
"Butte County, CA",6007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,17,207172,Unreliable
"Butte County, CA",6007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,133,207172,64.2
"Butte County, CA",6007,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,11,207172,Unreliable
"Butte County, CA",6007,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,207172,Unreliable
"Calaveras County, CA",6009,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,46565,Unreliable
"Calaveras County, CA",6009,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,16,46565,Unreliable
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,252,1155025,21.8
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,132,1155025,11.4
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,26,1155025,2.3
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,1155025,1.9
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,252,1155025,21.8
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1155025,Unreliable
"Contra Costa County, CA",6013,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,1155025,Unreliable
"Contra Costa County, CA",6013,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,17,1155025,Unreliable
"Contra Costa County, CA",6013,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,1155025,Unreliable
"Del Norte County, CA",6015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,26589,90.3
"Del Norte County, CA",6015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,24,26589,90.3
"El Dorado County, CA",6017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,192215,18.7
"El Dorado County, CA",6017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,36,192215,18.7
"Fresno County, CA",6019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,228,1017162,22.4
"Fresno County, CA",6019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,49,1017162,4.8
"Fresno County, CA",6019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16,1017162,Unreliable
"Fresno County, CA",6019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,20,1017162,2
"Fresno County, CA",6019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,228,1017162,22.4
"Fresno County, CA",6019,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,17,1017162,Unreliable
"Fresno County, CA",6019,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,1017162,Unreliable
"Glenn County, CA",6021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,28129,Unreliable
"Glenn County, CA",6021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,15,28129,Unreliable
"Humboldt County, CA",6023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,133985,51.5
"Humboldt County, CA",6023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,33,133985,24.6
"Humboldt County, CA",6023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,69,133985,51.5
"Imperial County, CA",6025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,179057,11.7
"Imperial County, CA",6025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,21,179057,11.7
"Kern County, CA",6029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,482,913820,52.7
"Kern County, CA",6029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,28,913820,3.1
"Kern County, CA",6029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,59,913820,6.5
"Kern County, CA",6029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,15,913820,Unreliable
